,gpuName,G3Dmark,G2Dmark,price,gpuValue,TDP,powerPerformance,testDate,Desktop,"Desktop, Mobile",Mobile,"Mobile, Workstation",Unknown,Workstation
0,GeForce RTX 3090 Ti,29094,1117,2099.99,13.85,450.0,64.65,2022,0,0,0,0,1,0
1,GeForce RTX 3080 Ti,26887,1031,1199.99,22.41,350.0,76.82,2021,1,0,0,0,0,0
2,GeForce RTX 3090,26395,999,1749.99,15.08,350.0,75.41,2020,1,0,0,0,0,0
3,Radeon RX 6900 XT,25458,1102,1120.31,22.72,300.0,84.86,2020,1,0,0,0,0,0
4,GeForce RTX 3080,24853,1003,999.0,24.88,320.0,77.66,2020,1,0,0,0,0,0
5,GeForce RTX 3070 Ti,23367,1003,749.99,31.16,290.0,80.58,2021,1,0,0,0,0,0
6,Radeon RX 6800 XT,23364,1078,859.0,27.2,300.0,77.88,2020,1,0,0,0,0,0
7,RTX A5000,22867,984,2631.2,8.69,230.0,99.42,2021,0,0,0,0,0,1
8,RTX A6000,22122,832,4999.99,4.42,300.0,73.74,2021,0,0,0,0,0,1
9,GeForce RTX 3070,22093,969,719.99,30.69,220.0,100.42,2020,1,0,0,0,0,0
10,GeForce RTX 2080 Ti,21796,940,998.59,21.83,250.0,87.18,2018,1,0,0,0,0,0
11,RTX A4500,21546,892,2134.64,10.09,200.0,107.73,2022,0,0,0,0,1,0
12,Radeon RX 6800,20667,1030,758.99,27.23,250.0,82.67,2020,1,0,0,0,0,0
13,GeForce RTX 3060 Ti,20206,961,599.99,33.68,200.0,101.03,2020,1,0,0,0,0,0
14,TITAN RTX,20169,844,2794.99,7.22,280.0,72.03,2018,0,0,0,0,0,1
15,Quadro RTX 6000,19692,837,6300.0,3.13,295.0,66.75,2018,0,0,0,0,0,1
16,GeForce RTX 2080 SUPER,19519,934,683.99,28.54,250.0,78.08,2019,1,0,0,0,0,0
17,TITAN Xp,19508,992,761.2307000000004,28.336800000000025,250.0,78.03,2020,0,0,0,0,1,0
18,GeForce RTX 3080 Ti Laptop GPU,19507,780,4367.365399999996,4.548299999999997,150.0,130.0466667,2022,0,0,0,0,1,0
19,Quadro RTX 8000,19126,801,4741.49,4.03,260.0,73.56,2019,0,0,0,0,0,1
20,Radeon RX 6700 XT,18993,1014,529.99,35.84,230.0,82.58,2021,1,0,0,0,0,0
21,RTX A4000,18988,938,1233.98,15.39,140.0,135.63,2021,0,0,0,0,0,1
22,TITAN V,18816,845,1999.99,9.41,250.0,75.26,2017,1,0,0,0,0,0
23,Radeon PRO W6800,18802,914,2194.99,8.57,250.0,75.208,2021,0,0,0,0,1,0
24,GeForce RTX 2080,18732,917,633.03,29.59,250.0,74.93,2018,1,0,0,0,0,0
25,TITAN Xp COLLECTORS EDITION,18721,924,789.3503999999995,26.000599999999995,250.0,74.89,2017,1,0,0,0,0,0
26,GeForce RTX 3070 Ti Laptop GPU,18490,719,3150.592799999999,5.1902,125.0,147.92,2022,0,0,0,0,1,0
27,GeForce GTX 1080 Ti,18284,934,604.15,30.26,250.0,73.14,2017,1,0,0,0,0,0
28,NVIDIA TITAN Xp,18280,812,1645.0,11.11,250.0,73.12,2017,1,0,0,0,0,0
29,GeForce RTX 2070 SUPER,18168,896,613.8,29.6,215.0,84.5,2019,1,0,0,0,0,0
30,Quadro GV100,17675,841,8999.0,1.96,250.0,70.7,2018,0,0,0,0,0,1
31,TITAN V CEO Edition,16988,1086,605.4469000000004,28.105000000000015,250.0,67.95,2018,1,0,0,0,0,0
32,GeForce RTX 3060,16958,951,329.0,51.55,170.0,99.76,2021,1,0,0,0,0,0
33,Radeon RX 5700 XT,16892,955,694.94,24.31,225.0,75.08,2019,1,0,0,0,0,0
34,Radeon Pro VII,16853,720,1909.0678,7.655500000000009,250.0,67.41,2020,0,0,0,0,1,0
35,Radeon VII,16767,788,1899.95,8.82,300.0,55.89,2019,1,0,0,0,0,0
36,Radeon RX 5700 XT 50th Anniversary,16650,965,623.0302000000003,26.967199999999988,235.0,70.85,2019,1,0,0,0,0,0
37,GeForce RTX 3080 Laptop GPU,16522,662,2045.8446999999992,7.3079000000000045,115.0,143.67,2021,0,0,1,0,0,0
38,GeForce RTX 2060 SUPER,16514,881,528.89,31.22,175.0,94.37,2019,1,0,0,0,0,0
39,RTX A4000 Laptop GPU,16297,543,2251.4028,6.3092999999999995,140.0,116.41,2021,0,0,0,1,0,0
40,RTX A5000 Laptop GPU,16273,640,1975.062999999999,7.326500000000005,165.0,98.62,2021,0,0,0,1,0,0
41,Quadro RTX 5000,16260,763,1624.6203000000012,8.795000000000009,230.0,70.7,2019,0,0,0,0,0,1
42,Tesla V100-SXM2-16GB,16235,406,2190.5462,6.240399999999999,80.5,155.81640000000016,2019,0,0,0,0,1,0
43,Quadro GP100,16203,858,1087.5292000000002,11.6601,235.0,68.95,2017,0,0,0,0,0,1
44,GeForce RTX 2070,16079,833,627.44,25.63,175.0,91.88,2018,1,0,0,0,0,0
45,Miracast display port driver V3,15910,604,1955.0640999999991,7.2379000000000016,128.8,119.69906666800003,2022,0,0,0,0,1,0
46,RadeonT RX 6850M,15899,823,1626.4178000000006,9.47250000000001,180.65,92.84080000099995,2022,0,0,0,0,1,0
47,Radeon RX 6600 XT,15853,1003,399.99,39.63,160.0,99.08,2021,1,0,0,0,0,0
48,Quadro P6000,15811,773,3250.0,4.87,250.0,63.25,2016,0,0,0,0,0,1
49,Quadro RTX 4000,15515,904,899.0,17.26,160.0,96.97,2019,0,0,0,0,0,1
50,GeForce GTX 1080,15265,890,442.79,34.47,180.0,84.8,2016,1,0,0,0,0,0
51,GeForce RTX 3070 Laptop GPU,15231,651,1794.8836999999992,7.300400000000007,115.0,132.44,2021,0,0,1,0,0,0
52,GeForce RTX 2080 (Mobile),15107,812,1100.9664000000007,10.451100000000011,150.0,100.71,2019,0,0,1,0,0,0
53,Radeon Pro W5700,15085,908,1649.99,9.14,205.0,73.59,2020,1,0,0,0,0,0
54,Quadro RTX 5000 (Mobile),14832,705,983.4712000000006,14.002299999999991,110.0,134.84,2019,0,0,0,1,0,0
55,Radeon Pro Vega II,14738,827,1362.9400000000005,9.49950000000001,168.65,91.29676666700004,2020,0,0,0,0,1,0
56,Radeon RX 5700,14729,926,899.95,16.37,180.0,81.83,2019,1,0,0,0,0,0
57,Radeon RX Vega 64,14636,810,799.99,18.3,295.0,49.62,2017,1,0,0,0,0,0
58,Radeon Pro Vega 64X,14630,948,788.3797000000002,19.401999999999983,176.3,87.2687,2021,0,0,0,0,1,0
59,GeForce GTX 1070 Ti,14500,877,389.0,37.28,180.0,80.56,2017,1,0,0,0,0,0
60,GeForce RTX 2070 Super with Max-Q Design,14261,685,1344.1440000000011,7.914200000000002,80.0,178.27,2020,0,0,1,0,0,0
61,Radeon PRO W6600,14212,1006,704.8403,21.36209999999999,175.3,86.53509999999999,2021,0,0,0,0,1,0
62,Radeon Pro WX 8200,14110,824,1599.39,8.82,230.0,61.35,2018,1,0,0,0,0,0
63,GeForce RTX 2080 Super with Max-Q Design,14020,622,1565.8243000000002,7.483600000000003,80.0,175.24,2020,0,0,1,0,0,0
64,GeForce RTX 2060,13953,752,389.99,35.78,160.0,87.2,2019,1,0,0,0,0,0
65,Quadro RTX 5000 with Max-Q Design,13893,606,1376.1847000000014,7.372300000000001,80.0,173.66,2019,0,0,0,1,0,0
66,Radeon RX 6600,13881,945,723.5980000000001,20.216299999999986,168.15,89.94689999999997,2021,0,0,0,0,1,0
67,GeForce GTX 980 Ti,13864,854,719.4,19.27,250.0,55.45,2015,1,0,0,0,0,0
68,Radeon RX 5600 XT,13836,914,545.0,25.39,150.0,92.24,2020,1,0,0,0,0,0
69,Radeon Vega Frontier Edition,13748,753,1679.99,8.18,350.0,39.28,2017,1,0,0,0,0,0
70,RTX A2000 12GB,13688,1018,839.1368000000002,18.412699999999994,171.5,88.68923333499998,2022,0,0,0,0,1,0
71,GeForce RTX 2080 with Max-Q Design,13681,574,2099.99,6.51,90.0,152.01,2019,0,0,1,0,0,0
72,NVIDIA TITAN X,13660,912,608.1,22.46,250.0,54.64,2016,1,0,0,0,0,0
73,Radeon RX Vega 56,13636,784,752.99,18.11,210.0,64.93,2017,1,0,0,0,0,0
74,Quadro RTX 4000 with Max-Q Design,13622,600,1411.1863000000012,7.139700000000001,80.0,170.27,2019,0,0,1,0,0,0
75,GeForce GTX 1070,13482,857,342.55,39.36,150.0,89.88,2016,1,0,0,0,0,0
76,Tesla T10,13264,624,1524.8414000000002,7.187500000000003,101.65,130.07750000000016,2020,0,0,0,0,1,0
77,RTX A3000 Laptop GPU,13263,473,1680.9542000000001,6.5624,130.0,102.02,2021,0,0,0,1,0,0
78,Radeon Pro WX 9100,13241,772,1180.1162000000018,9.040300000000007,230.0,57.57,2017,1,0,0,0,0,0
79,GeForce GTX TITAN X,13173,843,1096.99,12.01,250.0,52.69,2015,1,0,0,0,0,0
80,RTX A2000,13128,928,845.99,15.52,159.0,87.17759999999997,2021,0,0,0,0,1,0
81,Quadro RTX 4000 (Mobile),13008,588,1268.1863000000017,7.623200000000002,110.0,118.26,2019,0,0,1,0,0,0
82,Radeon Pro V520 MxGPU,12853,546,1697.9539000000002,6.420800000000001,111.4,125.60230000000016,2020,0,0,0,0,1,0
83,GeForce GTX 1660 SUPER,12732,823,329.99,38.58,125.0,101.85,2019,1,0,0,0,0,0
84,GeForce RTX 3050,12718,911,889.1191000000005,17.21499999999999,149.3,90.61060000199997,2022,0,0,0,0,1,0
85,GeForce RTX 3060 Laptop GPU,12674,551,479.99,26.41,115.0,110.21,2021,0,0,1,0,0,0
86,Radeon Pro 5700 XT,12537,831,969.211200000001,14.869599999999991,130.0,96.43,2020,1,0,0,0,0,0
87,Radeon Pro Vega 64,12402,836,1010.264100000001,14.478799999999989,189.3,70.50289999999998,2018,0,0,0,0,1,0
88,Radeon Pro Vega 56,12386,860,509.55510000000004,23.779499999999995,152.4,82.33109999999994,2018,1,0,0,0,0,0
89,GeForce RTX 2070 (Mobile),12354,601,1234.5779000000016,7.492200000000005,115.0,107.43,2019,0,0,1,0,0,0
90,Quadro P5200 with Max-Q Design,12323,581,1770.7746999999988,6.553200000000001,95.26,121.88600000000017,2018,0,0,0,0,1,0
91,Quadro M6000 24GB,12264,774,1322.6775000000007,8.477600000000006,250.0,49.06,2016,0,0,0,0,0,1
92,Quadro P5200,12144,667,1457.1542000000002,7.032300000000005,170.69,76.41029999999999,2018,0,0,1,0,0,0
93,GeForce RTX 2070 with Max-Q Design,12062,506,1639.8005000000005,6.471300000000001,80.0,150.77,2019,0,0,1,0,0,0
94,Radeon RX 6700S,11989,829,974.5243000000013,14.165299999999991,135.5,100.74523333500007,2022,0,0,0,0,1,0
95,Quadro P5000,11976,701,1868.99,6.41,180.0,66.54,2016,0,0,0,0,0,1
96,Quadro P4200 with Max-Q Design,11869,583,1763.986299999999,6.553200000000001,97.41,121.42440000000016,2018,0,0,0,0,0,1
97,Radeon Pro 5700,11844,829,846.058100000001,15.300099999999992,130.0,91.11,2020,1,0,0,0,0,0
98,GeForce GTX 1660 Ti,11794,702,349.99,33.7,120.0,98.29,2019,1,0,0,0,0,0
99,GeForce GTX 1660,11695,796,399.99,29.24,120.0,97.46,2019,1,0,0,0,0,0
100,Tesla M40 24GB,11658,372,1574.8292999999999,6.598600000000001,70.64,155.99230000000017,2021,0,0,0,0,1,0
101,GeForce GTX 1080 with Max-Q Design,11507,731,1030.949900000001,9.328700000000003,110.0,104.61,2017,0,0,1,0,0,0
102,Radeon Pro Vega 48,11504,821,455.98519999999996,25.397800000000004,139.75,93.8179,2019,0,0,0,0,1,0
103,Radeon RX 6700M,11499,550,1627.5352000000003,6.477000000000003,109.0,123.59560000000009,2021,0,0,0,0,1,0
104,Quadro P4000,11422,820,556.19,20.54,105.0,108.78,2017,0,0,0,0,0,1
105,Quadro M6000,11397,788,1099.98,10.36,250.0,45.59,2015,0,0,0,0,0,1
106,GeForce RTX 2060 (Mobile),11355,540,1750.1434,6.158000000000002,80.0,141.93,2019,0,0,1,0,0,0
107,GeForce GTX 980,11237,815,247.35,45.43,165.0,68.1,2014,1,0,0,0,0,0
108,Quadro RTX 3000,11122,533,2985.1999999999994,3.313100000000003,80.0,139.03,2019,0,0,0,1,0,0
109,Tesla T4,11113,567,4853.98,2.29,106.49,123.79660000000013,2020,0,0,0,0,1,0
110,Radeon RX 5600,11030,935,1505.0124000000008,12.067300000000007,150.0,73.53,2020,1,0,0,0,0,0
111,Radeon Pro SSG,10498,601,2410.15,4.36,122.94,98.6035,2018,0,0,0,0,1,0
112,Radeon Instinct MI25 MxGPU,10466,727,1310.5618000000006,7.255600000000007,139.19,93.09253333400002,2020,0,0,0,0,1,0
113,GeForce GTX 1070 (Mobile),10465,603,1515.4000999999992,6.347200000000004,101.35,126.72230000000017,2019,0,0,1,0,0,0
114,Radeon Pro 5600M,10200,702,541.6441000000002,19.596199999999993,50.0,204.0,2020,0,0,1,0,0,0
115,GeForce GTX 1660 Ti (Mobile),10176,507,642.7343000000002,18.12919999999998,50.0,203.53,2019,0,0,1,0,0,0
116,RTX A2000 Laptop GPU,10148,452,557.4619999999996,18.944899999999983,95.0,106.82,2021,0,0,0,1,0,0
117,Tesla M40,10117,364,600.0,16.86,66.75,151.86089999999987,2021,0,0,0,0,1,0
118,Radeon R9 Fury X,10088,875,517.8606999999997,21.786900000000006,136.05,84.60679999999995,2020,0,0,0,0,1,0
119,GeForce GTX 1060,10070,762,279.99,35.97,120.0,83.92,2016,1,0,0,0,0,0
120,GeForce GTX 1650 SUPER,10032,761,441.05,22.75,100.0,100.32,2019,1,0,0,0,0,0
121,GeForce GTX 1070 with Max-Q Design,10030,466,476.7892999999997,21.658499999999993,90.0,111.44,2017,0,0,1,0,0,0
122,RTX A3000 12GB Laptop GPU,9975,459,492.4072999999997,20.724699999999988,89.7,114.65669999999993,2022,0,0,0,0,1,0
123,Quadro P4200,9827,607,564.2665000000001,18.475599999999982,100.0,98.27,2018,0,0,0,0,0,1
124,GeForce RTX 2060 with Max-Q Design,9743,434,500.7655,20.311099999999996,65.0,149.9,2020,0,0,1,0,0,0
125,Radeon R9 Fury + Fury X,9741,811,449.99,21.65,275.0,35.42,2015,1,0,0,0,0,0
126,GeForce GTX 1060 3GB,9728,779,305.0,31.9,120.0,81.07,2016,1,0,0,0,0,0
127,GeForce GTX 970,9688,781,237.99,40.71,145.0,66.81,2014,1,0,0,0,0,0
128,Radeon RX 590,9665,810,549.99,17.57,175.0,55.23,2018,1,0,0,0,0,0
129,Radeon R9 Fury,9551,791,443.1,21.56,201.15,43.6287,2015,0,0,0,0,1,0
130,Radeon R9 390X,9503,840,707.4972999999997,18.191799999999997,275.0,34.56,2016,1,0,0,0,0,0
131,Quadro P2200,9486,971,577.17,16.43,75.0,126.47,2019,0,0,0,0,0,1
132,Radeon Ryzen 9 4900HSS,9461,417,486.4021999999999,19.950499999999987,77.1,121.3261999999999,2021,0,0,0,0,1,0
133,GeForce RTX 3050 Ti Laptop GPU,9452,416,486.4021999999999,19.950499999999987,80.0,118.16,2021,0,0,1,0,0,0
134,Radeon RX 6500 XT,9445,910,199.99,47.23,133.44,80.82916666800001,2022,0,0,0,0,1,0
135,GeForce GTX 780 Ti,9312,626,339.99,27.39,250.0,37.25,2013,1,0,0,0,0,0
136,Radeon Pro W5500,9269,896,480.99,19.27,125.0,74.15,2020,1,0,0,0,0,0
137,Quadro M5000,9262,679,499.0,18.56,150.0,61.74,2015,0,0,0,0,0,1
138,Quadro P3200 with Max-Q Design,9242,557,586.6018000000001,17.316999999999986,92.18,105.76680000000007,2018,0,0,0,0,1,0
139,GeForce GTX TITAN Z,9189,648,1515.0,6.07,375.0,24.5,2014,1,0,0,0,0,0
140,Radeon RX 5500 XT,9188,824,449.0,20.46,130.0,70.68,2019,1,0,0,0,0,0
141,GeForce GTX TITAN Black,9140,616,524.99,17.41,250.0,36.56,2014,1,0,0,0,0,0
142,Radeon RX 6600M,9094,698,339.99,26.75,134.97,74.2137,2021,0,0,0,0,1,0
143,Quadro P4000 with Max-Q Design,9083,700,508.84490000000005,18.15519999999999,80.0,113.53,2017,0,0,1,0,0,0
144,GeForce RTX 3050 Laptop GPU,9037,416,379.99,23.78,80.0,112.97,2021,0,0,1,0,0,0
145,Radeon RX 6800M,9012,643,449.32499999999993,21.759900000000005,145.0,62.15,2021,0,0,1,0,0,0
146,Radeon R9 390,9008,816,500.0873999999996,18.912799999999987,275.0,32.76,2016,1,0,0,0,0,0
147,Radeon RX 580,8907,772,349.0,25.52,185.0,48.14,2017,1,0,0,0,0,0
148,Radeon Ryzen 7 4800HS,8842,426,431.3672999999999,22.083199999999998,82.0,110.2383,2021,0,0,0,0,1,0
149,Radeon RX 5500,8817,864,512.0005999999997,18.80449999999999,150.0,58.78,2019,1,0,0,0,0,0
150,Radeon R9 290X,8794,787,607.5635999999997,16.6571,139.75,69.42349999999996,2020,0,0,0,0,1,0
151,Quadro RTX 3000 with Max-Q Design,8754,350,588.0209999999997,16.49629999999999,60.0,145.9,2019,0,0,1,0,0,0
152,GeForce GTX 1060 5GB,8704,680,487.99,17.84,120.0,72.54,2018,1,0,0,0,0,0
153,Radeon RX 480,8674,779,339.99,25.51,150.0,57.83,2016,1,0,0,0,0,0
154,Quadro P3200,8663,510,389.3,22.25,80.25,102.45670000000007,2018,0,0,0,0,1,0
155,GeForce GTX 1660 Ti with Max-Q Design,8646,378,502.6067,17.661399999999983,60.0,144.09,2019,0,0,1,0,0,0
156,Radeon RX590 GME,8628,704,441.4822000000002,20.301800000000004,175.0,49.3,2020,1,0,0,0,0,0
157,Radeon R9 295X2,8619,804,499.1,17.27,500.0,17.24,2014,1,0,0,0,0,0
158,Radeon Ryzen 9 4900HS,8572,378,508.3335999999997,16.257199999999997,63.5,143.44229999999988,2021,0,0,0,0,1,0
159,GeForce GTX Titan,8556,660,745.0,11.48,250.0,34.22,2013,1,0,0,0,0,0
160,Radeon Ryzen 9 5900HS,8428,509,526.5902999999997,15.837500000000004,101.25,93.82980000000005,2021,0,0,0,0,1,0
161,Radeon R9 290,8409,789,735.0749000000002,13.488300000000002,155.85,55.85050000000001,2020,0,0,0,0,1,0
162,Radeon R9 290X / 390X,8389,699,319.99,26.22,290.0,28.93,2013,1,0,0,0,0,0
163,Radeon Pro Duo,8324,715,1199.06,6.94,350.0,23.78,2016,1,0,0,0,0,0
164,Radeon Pro 5500 XT,8298,628,428.89890000000014,18.556700000000006,126.05,70.33929999999997,2020,0,0,0,0,1,0
165,15FF,8229,538,568.5015,13.996100000000004,119.4,75.6428,2020,0,0,0,0,1,0
166,GeForce GTX 1060 (Mobile),8161,444,461.8929999999996,17.796200000000002,80.0,102.01,2019,0,0,1,0,0,0
167,Radeon R9 290 / 390,8150,695,380.0,21.45,275.0,29.64,2013,1,0,0,0,0,0
168,Quadro K6000,8108,556,392.0,20.68,225.0,36.03,2013,0,0,0,0,0,1
169,Radeon RX 470/570,8070,726,388.99,20.74,120.0,67.25,2016,1,0,0,0,0,0
170,GeForce GTX 780,8022,601,279.99,28.65,250.0,32.09,2013,1,0,0,0,0,0
171,GeForce RTX 2050,8007,380,474.24329999999975,17.048999999999985,64.1,130.52569999999992,2022,0,0,0,0,1,0
172,Radeon Ryzen 5 4600HS,7942,447,446.47339999999974,17.90769999999999,85.65,95.41000000000007,2021,0,0,0,0,1,0
173,Quadro M5500,7915,698,507.2605999999999,14.2585,150.0,52.77,2016,0,0,0,1,0,0
174,GeForce GTX 1060 with Max-Q Design,7907,430,436.31049999999993,17.981999999999996,80.0,98.84,2017,0,0,1,0,0,0
175,T1200 Laptop GPU,7884,369,517.4573999999999,14.803399999999996,60.5,143.1174999999999,2021,0,0,0,0,1,0
176,T1000,7829,831,375.72,20.84,143.02,60.44600000000002,2021,0,0,0,0,1,0
177,Radeon Pro WX 7100,7822,787,1047.99,7.46,130.0,60.17,2016,0,0,0,0,0,1
178,GeForce GTX 1650,7807,592,209.0,37.35,75.0,104.09,2019,1,0,0,0,0,0
179,Radeon RX 580X,7798,885,645.3987999999996,13.575500000000002,185.0,42.15,2019,1,0,0,0,0,0
180,Tesla M60,7771,563,787.9,9.86,97.16,91.85580000000003,2017,0,0,0,0,1,0
181,Radeon RX 580 2048SP,7768,669,436.5978,16.956200000000003,127.7,64.99430000000002,2019,0,0,0,0,1,0
182,T1000 8GB,7760,890,536.2432999999996,16.123099999999994,128.8,70.18726666699996,2022,0,0,0,0,1,0
183,Radeon Pro 580,7753,943,867.0501000000004,13.523099999999992,186.4,49.309599999999975,2018,0,0,0,0,1,0
184,FirePro W9100,7719,790,1729.99,4.46,275.0,28.07,2014,0,0,0,0,0,1
185,Radeon RX 5300,7611,854,640.8446999999999,12.7359,100.0,76.11,2021,1,0,0,0,0,0
186,Radeon Pro 580X,7540,698,412.7772000000001,17.536900000000003,150.0,50.27,2019,1,0,0,0,0,0
187,Radeon Pro 5300,7522,663,408.9865000000001,17.709700000000005,132.77,65.77380000000004,2020,0,0,0,0,1,0
188,Tesla M6,7509,441,199.0,37.73,77.2,98.13450000000007,2018,0,0,0,0,1,0
189,GeForce GTX 1650 Ti,7490,399,427.4959999999999,17.073,55.0,136.19,2020,0,0,1,0,0,0
190,Ryzen 7 5800HS with Radeon Graphics,7391,522,774.3663000000004,10.760900000000007,111.55,86.43360000000001,2021,0,0,0,0,1,0
191,FirePro W8100,7327,759,704.0,10.41,220.0,33.3,2014,0,0,0,0,0,1
192,RadeonT RX 5300,7321,809,528.8689999999999,13.394,129.25,67.9433,2021,0,0,0,0,1,0
193,GeForce GTX 980M,7317,514,289.99,25.23,100.0,73.17,2014,0,0,1,0,0,0
194,Tesla P100-PCIE-16GB,7225,572,492.3582999999998,13.680500000000006,94.28,87.07240000000002,2019,0,0,0,0,1,0
195,Quadro T2000,7169,479,528.35,13.57,83.9,100.72360000000002,2019,0,0,1,0,0,0
196,Radeon RX 5600M,7157,537,564.9983999999996,11.66100000000001,150.0,47.72,2020,0,0,1,0,0,0
197,Quadro P2000,7096,692,542.0,13.09,75.0,94.61,2017,0,0,0,0,0,1
198,Ryzen 7 4800HS with Radeon Graphics,6999,355,599.7570999999994,11.811800000000007,61.5,149.53039999999987,2020,0,0,0,0,1,0
199,GeForce GTX 1650 (Mobile),6969,384,491.4012999999996,14.280300000000002,50.0,139.38,2019,0,0,1,0,0,0
200,Radeon RX 6400,6958,899,159.99,43.49,134.74,69.912266667,2022,0,0,0,0,1,0
201,Quadro T2000 with Max-Q Design,6871,454,460.7147999999995,15.113300000000004,85.9,86.51250000000003,2020,0,0,1,0,0,0
202,Quadro M5000M,6807,482,546.92,12.45,100.0,68.07,2016,0,0,0,1,0,0
203,Radeon Pro 5500M,6763,682,411.74899999999997,16.55819999999999,85.0,79.56,2019,0,0,0,0,1,0
204,Radeon RX Vega M GH,6734,833,758.0405999999999,11.490200000000005,167.9,51.764500000000005,2018,0,0,0,0,1,0
205,T600 Laptop GPU,6725,334,571.3099999999996,12.039100000000008,53.15,158.55270000000002,2021,0,0,0,0,1,0
206,GeForce GTX 970XM FORCE,6707,725,464.7107,14.512200000000005,122.42,69.89820000000002,2018,0,0,0,0,1,0
207,Radeon R9 285,6680,597,324.20030000000014,24.32489999999999,120.6,71.29699999999997,2021,0,0,0,0,1,0
208,Quadro M4000,6644,689,362.0,18.35,120.0,55.37,2015,0,0,0,0,0,1
209,Quadro T1000 with Max-Q Design,6589,412,442.9644999999998,15.632,74.2,99.70340000000006,2020,0,0,1,0,0,0
210,Quadro P3000,6572,461,336.8367,23.32019999999998,75.0,87.62,2017,0,0,0,1,0,0
211,Quadro M4000M,6530,471,254.91,25.62,100.0,65.3,2015,0,0,0,1,0,0
212,Quadro T1000,6513,448,441.99,14.74,72.7,96.09220000000005,2019,0,0,1,0,0,0
213,T600,6509,738,249.0,26.14,138.29,64.50430000000001,2021,0,0,0,0,1,0
214,GeForce GTX 1650 Ti with Max-Q Design,6342,338,542.4143999999994,13.065700000000003,35.0,181.19,2020,0,0,1,0,0,0
215,Radeon Pro 570,6337,697,428.8334,15.621199999999996,115.4,76.80000000000007,2019,0,0,0,0,1,0
216,GeForce GTX 1050 Ti,6314,651,189.42,33.33,75.0,84.18,2016,1,0,0,0,0,0
217,Radeon R9 280X,6284,692,360.85190000000034,19.437599999999996,250.0,25.14,2016,1,0,0,0,0,0
218,FirePro S7150,6276,866,1697.99,3.7,219.68,36.63630000000003,2016,0,0,0,0,1,0
219,Radeon R9 380,6275,675,89.99,69.73,190.0,33.02,2016,1,0,0,0,0,0
220,Radeon R9 380X,6189,670,349.99,17.68,190.0,32.57,2015,1,0,0,0,0,0
221,FirePro W9000,6138,720,845.0,7.26,274.0,22.4,2012,0,0,0,0,0,1
222,Radeon Pro WX Vega M GL,6049,777,443.64459999999997,14.657200000000003,65.0,93.06,2019,0,0,1,0,0,0
223,GeForce GTX 960,6042,671,172.0,35.13,120.0,50.35,2015,1,0,0,0,0,0
224,P106-100,5967,339,560.5051999999995,11.197400000000007,47.25,147.5396000000001,2019,0,0,0,0,1,0
225,GRID P100-16Q,5945,757,387.25270000000023,18.185100000000006,136.89,57.54850000000002,2018,0,0,0,0,1,0
226,GeForce GTX 1050 Ti (Mobile),5919,323,1455.7810000000006,3.810800000000001,48.35,139.34770000000017,2019,0,0,1,0,0,0
227,Radeon PRO W6400,5916,621,296.53500000000025,22.217499999999994,124.41,64.44739999999999,2022,0,0,0,0,1,0
228,GeForce GTX 770,5892,551,249.0,23.66,230.0,25.62,2013,1,0,0,0,0,0
229,GeForce GTX 1650 with Max-Q Design,5884,318,2264.828299999998,3.0065000000000013,35.0,168.12,2019,0,0,1,0,0,0
230,Radeon Pro 5300M,5840,636,403.9741999999999,16.0829,85.0,68.7,2019,0,0,0,0,1,0
231,A16,5797,56,537.9696999999996,12.447300000000002,49.29,108.37320000000001,2022,0,0,0,0,1,0
232,Quadro K5200,5780,501,415.0,13.93,150.0,38.54,2014,0,0,0,0,0,1
233,GeForce GTX 970M,5761,406,209.99,27.44,75.0,76.82,2014,0,0,1,0,0,0
234,Radeon Pro WX 7130,5722,695,394.86049999999994,16.5553,130.0,44.01,2020,0,0,1,0,0,0
235,Quadro M3000M,5678,432,159.95,35.5,75.0,75.71,2015,0,0,0,1,0,0
236,Tesla K20m,5675,377,466.40009999999967,13.302200000000004,56.55,85.81859999999999,2022,0,0,0,0,1,0
237,Radeon R9 280,5668,679,255.57690000000036,22.833899999999986,250.0,22.67,2016,1,0,0,0,0,0
238,GeForce GTX 690,5654,458,280.99,20.12,300.0,18.85,2012,1,0,0,0,0,0
239,A40-12Q,5573,198,645.0478999999995,10.29420000000001,49.0,93.80359999999999,2022,0,0,0,0,1,0
240,Radeon HD 7990,5566,766,399.99,13.91,375.0,14.84,2013,1,0,0,0,0,0
241,Radeon R9 285 / 380,5550,655,485.0,11.44,190.0,29.21,2015,1,0,0,0,0,0
242,GeForce GTX 680,5535,528,399.0,13.87,195.0,28.38,2012,1,0,0,0,0,0
243,GRID M60-8A,5523,380,494.1175999999995,11.924600000000007,51.75,86.46780000000001,2019,0,0,0,0,1,0
244,Radeon Pro WX 5100,5511,820,550.95,10.0,75.0,73.47,2016,0,0,0,0,0,1
245,Tesla K20Xm,5428,329,631.7776999999995,10.218800000000009,53.15,93.49609999999998,2022,0,0,0,0,1,0
246,GeForce GTX 760 Ti OEM,5427,694,464.0468999999998,11.910400000000006,97.57,55.60720000000002,2019,0,0,0,0,1,0
247,GeForce GTX 950,5392,641,141.99,37.98,90.0,59.91,2015,1,0,0,0,0,0
248,GeForce GTX 1050 Ti with Max-Q Design,5372,362,522.5211999999996,11.876800000000008,53.65,87.47809999999998,2018,0,0,1,0,0,0
